gender,sleep_hours,doom_scrolling_time,productive_screen_time,study_hours,medical_issue,drug_addiction,math_score,physics_score,chemistry_score,biology_score,english_score,performance
female,8.4,3.2,3.3,3.3,no,no,12,74,15,56,82,Just Pass
male,5.6,4.7,3.1,3.7,no,no,73,35,100,86,87,Nice
female,5.3,3.0,8.0,3.1,no,no,43,63,29,58,45,Just Pass
male,7.5,1.0,3.1,4.2,no,no,36,48,29,33,37,Just Pass
male,5.7,1.8,2.4,3.2,no,no,81,96,100,55,92,Good
female,7.2,0.0,2.5,0.0,no,no,70,100,54,24,41,Decent
male,6.3,7.1,6.1,0.0,no,no,39,7,66,38,73,Just Pass
male,4.3,4.7,0.7,6.9,no,no,100,9,39,21,21,Just Pass
female,3.7,1.3,2.5,3.0,no,no,71,25,57,22,95,Decent
female,7.3,2.4,6.9,4.9,no,no,100,77,19,100,67,Nice
female,6.2,1.7,4.5,2.3,no,no,28,26,49,20,26,Worst
male,6.2,6.1,4.4,2.9,no,no,29,81,55,22,53,Just Pass
female,8.0,0.2,8.3,2.1,no,no,28,58,69,100,100,Nice
female,8.8,3.2,4.5,7.9,yes,no,37,68,47,64,45,Decent
male,6.6,2.8,2.6,3.5,no,no,100,52,85,65,24,Decent
female,6.5,4.7,3.4,1.9,no,no,95,89,49,83,56,Nice
female,7.8,2.8,1.7,0.0,no,no,71,0,58,47,78,Decent
female,5.0,0.0,6.5,6.9,no,no,82,100,48,52,42,Decent
male,7.3,2.5,5.1,2.7,no,no,87,74,95,51,13,Decent
male,7.8,1.1,6.2,4.5,no,no,75,84,56,95,25,Decent
male,8.0,3.2,6.4,4.7,no,no,15,56,63,100,38,Decent
male,4.1,5.9,3.2,2.1,no,no,42,0,27,19,0,Worst
female,5.9,0.0,2.1,4.3,no,no,75,84,100,42,58,Nice
male,5.7,1.4,3.9,1.8,no,no,33,89,97,39,76,Decent
male,7.1,1.9,2.3,1.0,no,no,21,9,23,60,72,Just Pass
female,7.7,2.2,4.3,5.3,no,no,43,60,91,43,79,Decent
female,9.2,4.5,6.3,2.7,no,no,68,22,16,95,35,Just Pass
female,6.3,2.7,3.7,4.0,no,no,24,71,12,100,83,Decent
male,6.3,3.8,4.3,3.8,no,no,80,86,91,75,65,Nice
male,8.7,1.7,3.8,4.3,no,no,56,80,27,100,100,Nice
male,7.4,3.5,5.6,0.0,no,no,34,30,14,27,46,Worst
female,8.9,4.6,2.7,1.8,no,no,77,10,57,78,15,Just Pass
female,7.4,1.5,0.0,2.4,no,no,53,82,84,70,66,Nice
male,5.3,4.6,4.9,1.3,no,no,36,31,17,25,14,Worst
female,5.0,3.1,6.0,3.9,no,no,99,14,23,43,100,Decent
female,4.7,5.1,4.9,5.4,no,no,45,66,16,57,79,Decent
female,8.0,2.6,2.7,5.7,no,no,99,38,16,93,89,Decent
male,8.8,3.8,1.7,2.3,no,yes,24,58,0,61,41,Just Pass
female,9.8,2.9,5.0,3.6,no,no,31,25,100,74,20,Decent
female,8.3,2.8,4.3,3.9,no,no,72,54,20,83,57,Decent
male,8.7,3.5,3.7,4.2,no,no,37,34,68,35,74,Just Pass
male,6.1,4.1,7.6,1.2,no,no,18,72,96,78,26,Decent
female,5.3,0.5,2.1,6.6,no,no,29,75,83,81,88,Nice
female,8.3,5.9,7.6,4.9,no,no,35,90,14,33,92,Decent
male,7.6,0.0,4.1,4.9,no,no,93,65,79,100,47,Nice
male,7.2,1.6,0.3,5.4,no,no,95,12,100,63,31,Decent
female,7.6,2.8,3.6,4.1,no,no,96,31,42,89,98,Nice
female,7.5,3.8,5.9,0.9,no,no,29,100,33,54,2,Just Pass
female,8.9,6.2,3.3,2.7,no,no,63,37,21,90,22,Just Pass
female,8.9,0.0,1.1,0.0,no,no,24,63,51,15,41,Just Pass
male,7.8,2.0,3.7,3.8,no,no,73,100,34,65,78,Decent
female,8.3,0.0,2.3,2.7,no,no,99,13,83,13,100,Decent
female,7.8,3.1,5.0,2.9,no,no,12,73,72,27,45,Just Pass
male,6.3,3.5,5.5,5.4,yes,no,98,28,40,28,94,Decent
female,8.1,6.2,1.9,2.1,no,no,75,20,65,40,29,Just Pass
male,4.9,3.2,2.6,2.5,no,no,79,25,12,85,72,Decent
female,8.6,5.1,5.5,3.0,no,no,73,86,78,50,20,Decent
female,5.2,4.2,2.3,0.0,no,no,69,29,52,48,38,Just Pass
male,7.4,2.1,1.8,2.5,no,no,100,10,67,96,91,Nice
male,5.7,0.2,1.6,0.0,no,no,78,10,7,76,32,Just Pass
female,7.8,3.6,4.7,1.8,no,no,38,17,64,8,13,Worst
female,6.9,0.0,4.6,4.7,no,no,82,100,70,38,73,Nice
female,4.6,5.6,2.6,3.9,no,no,33,42,48,2,43,Just Pass
male,7.6,2.7,4.0,1.8,no,no,100,95,36,10,26,Decent
female,6.1,5.4,7.1,3.1,no,no,96,87,6,39,96,Decent
male,8.3,2.0,2.1,0.9,no,no,56,83,42,72,60,Decent
male,7.0,3.5,0.1,3.0,no,no,78,28,40,24,34,Just Pass
female,7.6,3.4,4.9,8.9,no,no,100,52,67,64,100,Nice
male,5.6,2.9,3.8,6.7,no,no,42,74,79,57,31,Decent
female,6.1,2.1,2.6,3.1,no,no,64,48,36,66,91,Decent
female,6.3,3.8,5.3,3.3,no,no,56,58,34,97,31,Decent
female,8.3,1.1,5.7,1.0,no,no,85,13,57,100,31,Decent
female,9.5,0.6,0.0,1.4,no,no,39,99,61,62,51,Decent
female,5.8,5.5,2.7,3.7,no,no,71,6,57,51,67,Decent
male,8.6,4.5,8.6,2.0,no,no,47,24,95,75,76,Decent
male,3.7,3.1,5.2,4.8,no,no,20,76,85,75,11,Decent
female,5.2,6.3,5.4,6.1,no,no,20,25,15,62,38,Worst
female,5.6,2.5,6.3,3.7,no,no,25,24,70,87,80,Decent
male,5.0,5.6,4.0,3.2,no,no,4,16,42,50,89,Just Pass
male,4.6,3.4,5.6,0.0,no,no,51,4,34,97,64,Decent
male,7.6,1.0,5.4,4.5,no,no,86,44,100,23,45,Decent
male,6.7,6.7,5.1,0.7,no,no,5,20,38,37,43,Worst
female,7.6,5.0,3.4,2.2,no,no,60,48,70,38,63,Decent
female,8.0,2.8,4.3,4.9,no,no,73,57,100,91,27,Decent
male,7.4,4.5,2.8,5.1,yes,no,7,40,8,12,47,Worst
female,8.0,2.2,4.0,2.1,no,no,46,67,11,49,53,Just Pass
male,6.9,4.7,1.7,2.2,no,no,72,20,28,66,30,Just Pass
female,5.2,0.0,2.4,1.6,no,no,9,21,12,68,70,Just Pass
male,8.6,1.0,3.4,0.6,no,no,18,91,15,58,67,Just Pass
female,6.1,5.0,2.1,1.7,yes,no,79,43,79,23,77,Decent
male,5.6,2.5,3.0,0.0,no,no,71,4,94,73,40,Decent
male,6.7,3.4,3.7,4.4,no,no,56,100,79,74,63,Nice
female,5.6,0.3,4.8,3.8,no,no,79,86,92,100,32,Nice
male,6.4,6.7,5.9,4.1,yes,no,73,4,3,62,43,Just Pass
female,7.5,5.4,3.1,1.1,no,no,78,90,53,8,0,Just Pass
female,7.5,2.6,6.7,0.6,no,no,37,41,20,66,19,Just Pass
male,5.7,2.2,5.9,3.1,no,no,61,100,49,16,29,Decent
female,6.3,5.1,5.0,3.1,no,no,67,14,38,42,67,Just Pass
female,8.6,7.0,4.3,2.7,no,no,4,12,58,38,53,Just Pass
female,7.7,4.9,4.6,2.4,no,no,95,66,8,86,80,Decent
female,10.1,7.3,6.4,6.4,no,no,53,12,20,28,56,Just Pass
female,8.8,1.2,6.4,3.9,no,no,55,19,78,82,65,Decent
male,8.7,1.4,6.7,6.9,no,no,100,100,90,46,43,Nice
female,4.9,0.6,4.1,5.5,no,no,31,36,53,100,94,Decent
female,8.1,3.9,5.1,6.4,no,no,20,100,31,69,17,Just Pass
female,6.9,3.4,6.7,0.9,no,no,72,46,92,74,46,Decent
female,6.2,2.7,2.8,4.2,no,no,48,97,15,74,28,Decent
female,7.3,4.6,3.4,2.1,no,no,75,40,70,29,76,Decent
male,8.4,5.5,4.0,0.0,no,no,0,45,6,82,59,Just Pass
female,7.8,0.0,5.8,6.0,no,no,64,57,89,88,96,Nice
male,5.7,1.8,5.8,2.4,no,no,34,76,77,62,25,Decent
male,8.1,4.6,3.5,0.9,no,no,69,27,76,48,62,Decent
male,6.0,2.1,1.0,2.2,no,no,24,24,41,91,71,Decent
male,7.3,1.4,4.5,1.4,no,no,52,15,9,12,7,Worst
female,6.5,5.0,2.2,1.6,no,no,76,0,76,33,26,Just Pass
male,6.7,0.4,1.0,2.6,no,no,99,38,52,92,16,Decent
male,8.1,2.4,1.5,6.5,no,no,87,88,99,18,83,Nice
female,5.4,3.7,4.7,1.7,no,no,44,22,79,65,23,Just Pass
female,9.9,1.9,6.7,6.3,no,no,81,53,73,64,50,Decent
female,4.3,4.6,4.1,4.7,no,no,73,95,100,25,12,Decent
male,6.1,1.9,4.4,3.8,no,no,100,76,59,74,61,Nice
female,7.6,5.8,6.4,4.5,no,no,96,99,77,91,11,Nice
female,7.9,2.7,0.9,3.0,no,no,96,94,69,49,87,Nice
male,6.8,4.3,5.0,5.6,no,no,94,19,64,27,15,Just Pass
female,6.9,4.5,4.0,4.1,no,no,21,100,65,37,13,Just Pass
female,7.6,1.7,5.1,0.0,no,no,77,8,82,100,67,Decent
female,6.7,0.0,3.0,3.6,no,no,96,100,72,26,100,Nice
female,9.1,3.7,2.4,4.6,no,no,95,62,53,24,97,Decent
male,8.3,3.1,4.3,2.4,no,no,97,58,71,100,13,Decent
female,8.3,4.1,7.3,3.3,no,no,60,81,13,98,38,Decent
female,5.6,2.5,5.7,1.8,no,no,72,94,17,77,59,Decent
male,6.9,2.1,3.0,0.2,no,no,0,60,11,14,1,Worst
female,6.5,7.0,1.3,0.0,no,no,41,26,26,8,36,Worst
male,5.5,0.1,0.6,0.0,no,no,47,11,87,18,44,Just Pass
female,7.5,4.5,6.6,4.3,no,no,100,89,75,74,69,Good
male,6.2,1.9,2.1,0.0,no,no,88,10,95,37,90,Decent
male,8.0,2.3,3.3,1.7,no,no,83,76,7,8,31,Just Pass
male,5.4,2.4,6.6,1.5,no,no,13,60,80,37,71,Decent
male,9.6,1.4,0.8,2.4,no,no,44,42,35,90,46,Decent
female,5.7,4.1,7.0,0.0,yes,no,54,46,0,64,28,Just Pass
male,7.3,5.8,3.5,3.8,no,no,4,79,84,66,66,Decent
female,8.2,3.9,1.7,0.5,no,no,17,88,10,2,89,Just Pass
male,6.1,3.2,3.5,5.3,no,no,100,39,34,100,99,Nice
male,8.3,1.0,2.6,1.8,no,no,18,100,40,59,69,Decent
male,5.2,4.0,4.9,2.8,no,no,10,100,83,54,51,Decent
female,9.2,7.3,2.7,3.0,no,no,52,75,56,87,36,Decent
male,7.0,2.2,0.2,3.5,no,no,99,93,31,5,83,Decent
female,6.1,2.2,3.6,3.1,no,no,92,78,25,64,30,Decent
female,6.6,1.9,1.3,2.1,no,no,100,6,13,82,61,Decent
female,8.2,2.0,4.4,3.7,no,no,87,69,26,18,62,Decent
female,6.1,0.0,1.6,3.9,no,no,57,88,100,49,78,Nice
female,5.9,3.8,3.0,1.5,no,no,93,93,91,96,17,Nice
female,6.7,1.3,4.4,3.9,no,no,57,72,100,36,84,Decent
female,5.2,0.0,3.6,5.4,yes,no,41,85,89,59,68,Decent
female,9.7,4.5,4.5,4.4,no,no,52,78,96,82,26,Decent
female,6.2,0.8,5.4,4.9,no,no,100,48,100,59,64,Nice
male,8.2,2.3,1.7,3.3,no,no,97,21,100,46,73,Decent
male,7.3,5.9,3.9,1.1,no,no,29,69,78,0,84,Decent
male,5.5,0.2,0.0,1.4,no,no,49,26,49,22,15,Worst
male,7.0,0.0,4.5,3.6,no,no,100,41,49,100,17,Decent
male,8.2,3.5,3.4,4.9,no,no,15,75,69,92,27,Decent
female,6.7,5.3,2.0,8.6,no,no,93,93,75,45,100,Good
female,8.8,0.0,4.6,5.0,no,no,66,79,78,59,97,Nice
female,8.5,3.8,6.3,0.7,no,no,39,90,72,46,63,Decent
female,8.4,4.2,3.0,1.5,no,no,42,19,67,32,11,Just Pass
female,6.3,0.0,2.1,7.6,no,no,66,50,33,90,66,Decent
female,5.4,4.6,4.3,2.6,no,no,77,65,30,3,73,Just Pass
female,6.1,4.8,1.3,3.1,no,no,91,81,87,87,88,Good
male,7.3,2.4,2.7,1.1,no,no,50,54,60,31,39,Just Pass
male,7.8,5.5,6.4,6.1,no,no,97,15,46,100,100,Nice
male,3.7,5.3,4.1,4.0,yes,no,57,51,69,29,0,Just Pass
male,7.0,3.2,0.2,1.5,no,no,29,77,20,73,34,Just Pass
female,7.2,2.1,0.4,1.0,no,no,56,25,38,80,85,Decent
female,6.6,1.1,4.3,3.6,no,no,80,19,41,44,78,Decent
female,8.9,2.9,5.7,3.1,no,no,12,61,97,74,91,Decent
male,7.6,4.1,0.8,4.7,no,no,44,9,77,65,95,Decent
female,9.0,2.4,4.9,4.1,no,no,100,54,59,60,63,Decent
female,6.7,0.0,6.7,2.5,no,no,80,18,100,63,40,Decent
female,8.4,5.5,7.8,1.9,no,no,36,25,95,33,72,Decent
male,9.5,3.4,4.7,2.7,no,no,31,44,77,37,62,Decent
female,9.0,2.2,5.0,1.9,no,no,27,18,96,61,84,Decent
male,5.4,4.7,0.0,2.7,no,no,36,7,67,0,47,Worst
male,6.6,6.0,8.2,3.0,no,no,25,88,68,99,87,Nice
male,6.5,0.0,2.8,1.2,no,no,20,11,49,71,97,Just Pass
male,7.7,3.9,2.1,4.3,no,no,42,74,33,50,80,Decent
female,8.0,0.1,3.5,2.3,no,no,71,92,17,17,85,Decent
male,5.7,4.0,7.0,1.3,yes,no,3,2,69,52,47,Just Pass
male,7.1,3.3,8.4,2.3,no,no,15,30,23,12,58,Worst
female,4.0,4.3,4.3,3.5,no,no,5,66,43,69,99,Decent
female,9.2,2.0,6.0,3.2,no,no,39,44,36,20,77,Just Pass
male,6.2,0.0,4.1,3.8,no,no,36,64,62,82,100,Decent
female,7.1,2.1,1.9,4.8,no,no,65,95,43,52,62,Decent
male,6.5,3.8,7.0,5.6,no,no,62,30,99,83,72,Decent
male,8.7,5.0,2.8,3.6,no,no,34,63,99,15,68,Decent
male,2.7,0.7,7.1,0.9,no,no,85,96,96,13,74,Nice
male,7.0,5.1,6.6,2.5,no,no,54,9,66,28,48,Just Pass
female,6.8,1.7,5.2,1.0,no,no,15,12,100,47,41,Just Pass
male,6.3,3.7,7.7,6.4,no,no,50,76,61,46,44,Decent
female,9.6,2.0,8.5,7.0,no,no,100,100,80,36,70,Nice
female,5.7,3.4,3.6,4.3,no,no,100,31,34,41,30,Just Pass
female,8.2,4.8,2.4,4.7,no,no,30,38,94,75,46,Decent
female,7.5,0.5,0.3,3.5,no,no,25,18,26,67,96,Just Pass
male,8.9,1.6,8.5,3.7,no,no,68,55,80,100,100,Nice
female,6.0,3.4,3.1,0.0,no,no,44,0,75,39,53,Just Pass
male,5.9,7.8,6.3,2.9,no,no,39,36,57,31,12,Just Pass
female,8.6,1.3,2.5,1.2,yes,no,41,44,0,58,31,Just Pass
female,7.6,7.1,7.1,3.6,no,no,26,100,64,44,63,Decent
male,4.7,7.0,2.6,2.9,no,no,4,74,69,54,30,Just Pass
male,6.2,2.8,1.6,6.9,no,yes,48,73,9,85,11,Just Pass
male,7.6,2.4,3.6,4.8,no,no,100,35,86,62,35,Decent
female,8.3,1.6,2.9,3.6,no,no,24,19,98,60,58,Decent
female,6.0,2.9,5.2,2.5,no,no,78,68,100,85,29,Nice
male,2.6,0.2,3.9,6.4,no,no,57,66,55,89,38,Decent
male,7.8,2.8,5.3,2.9,no,no,38,60,11,60,96,Decent
male,5.2,6.0,3.4,3.7,no,no,86,11,42,7,78,Just Pass
male,4.0,1.8,2.7,3.1,no,no,49,53,70,100,9,Decent
female,2.8,2.5,2.8,2.2,no,no,53,10,84,32,27,Just Pass
male,8.2,0.0,8.1,3.1,no,no,65,63,100,52,74,Decent
male,7.2,3.7,4.5,0.0,yes,no,0,0,72,80,0,Worst
male,6.7,3.5,0.0,0.0,no,no,50,76,56,78,59,Decent
male,9.1,3.1,3.0,3.7,no,no,48,8,75,40,45,Just Pass
female,8.0,2.6,4.2,6.1,no,no,26,100,18,48,57,Just Pass
male,9.4,2.4,7.7,3.7,no,no,75,100,52,88,42,Nice
female,4.9,4.0,6.1,1.6,no,no,3,78,93,36,36,Just Pass
male,6.9,2.9,2.2,0.1,no,no,16,94,64,21,82,Decent
male,4.6,3.6,8.8,4.6,no,no,94,21,62,100,94,Nice
female,6.7,3.4,3.9,1.9,no,no,6,67,13,59,96,Just Pass
male,6.6,5.2,6.5,4.3,no,no,73,93,33,85,78,Nice
female,7.9,4.4,1.7,3.8,yes,no,81,0,42,58,44,Just Pass
female,7.1,3.4,0.0,4.0,no,no,20,61,92,78,28,Decent
male,7.9,6.0,1.2,3.1,no,no,37,35,5,86,62,Just Pass
female,8.1,3.8,0.0,3.8,no,no,58,44,16,51,91,Decent
female,10.2,5.6,8.2,2.8,no,no,51,97,71,81,12,Decent
female,6.5,4.2,4.4,1.7,no,no,63,54,30,80,45,Decent
female,5.6,0.0,2.2,1.1,no,no,46,15,22,100,20,Just Pass
female,7.4,5.6,4.9,0.0,no,no,7,86,10,64,74,Just Pass
female,5.8,3.3,4.4,2.6,no,no,14,24,55,95,67,Decent
female,9.2,2.9,5.2,6.0,no,no,92,100,76,27,100,Nice
female,6.6,3.6,6.4,4.5,no,no,37,100,100,26,20,Decent
male,6.2,2.3,3.4,3.5,no,no,93,96,61,24,99,Nice
male,6.3,3.5,2.2,1.5,no,no,73,66,68,13,5,Just Pass
female,8.1,1.8,5.7,5.0,no,no,23,93,37,27,47,Just Pass
male,6.8,5.5,5.6,2.8,no,no,23,72,74,15,18,Just Pass
female,6.0,2.8,4.2,6.1,no,no,46,63,81,100,31,Decent
female,9.5,2.2,8.4,1.0,no,no,69,37,31,37,27,Just Pass
male,5.7,1.2,3.1,1.5,no,no,86,34,72,53,54,Decent
female,7.1,3.5,2.2,1.3,no,no,4,71,19,80,76,Decent
female,8.0,3.4,4.8,0.0,no,no,22,60,57,9,87,Just Pass
female,4.6,3.8,2.7,1.1,no,no,33,54,62,27,52,Just Pass
female,7.7,0.9,5.0,3.2,no,no,32,79,83,29,29,Decent
male,5.4,0.0,2.3,1.6,no,no,62,85,98,14,15,Decent
female,8.2,4.3,3.2,0.0,no,no,41,68,88,90,43,Decent
female,5.6,6.0,7.8,5.1,no,no,43,22,93,97,88,Decent
female,8.0,0.9,3.2,0.0,no,no,53,38,89,89,64,Decent
male,8.7,6.2,2.4,4.2,no,no,35,26,1,86,58,Just Pass
female,8.3,3.6,6.3,3.1,no,no,43,62,45,24,13,Just Pass
male,7.4,3.0,1.9,7.2,no,no,42,22,19,94,57,Just Pass
male,6.7,2.2,2.6,5.0,no,no,67,89,35,85,68,Decent
female,6.1,0.2,5.2,2.0,no,no,57,23,51,100,72,Decent
female,9.2,5.0,5.9,1.6,no,no,20,28,87,22,1,Worst
male,6.0,1.4,6.4,6.0,no,no,25,100,75,65,43,Decent
female,5.4,1.4,2.5,0.0,no,no,15,5,64,29,94,Just Pass
male,8.0,5.0,5.2,3.4,no,no,9,71,41,30,55,Just Pass
male,5.8,0.0,3.1,2.7,no,no,55,100,72,77,82,Nice
female,5.6,0.0,2.8,2.3,no,no,33,72,92,27,41,Decent
female,4.8,3.0,6.4,3.7,no,no,54,83,42,58,70,Decent
male,6.3,3.6,2.9,3.4,no,no,37,84,98,69,40,Decent
male,6.9,4.0,4.6,3.9,no,no,61,30,29,21,37,Just Pass
male,7.4,2.4,4.3,3.3,no,no,82,68,100,35,51,Decent
male,8.4,8.1,1.9,3.8,yes,no,26,9,0,75,24,Worst
female,7.8,2.5,5.9,3.2,no,yes,0,11,41,66,20,Worst
female,6.7,2.5,5.1,1.7,no,no,7,25,100,73,31,Just Pass
female,6.7,1.4,0.0,3.0,no,no,26,63,65,90,67,Decent
female,7.8,3.2,4.6,1.6,no,no,45,82,58,4,41,Just Pass
female,8.9,4.2,2.5,1.4,no,yes,0,59,40,0,0,Worst
male,7.2,5.4,6.2,2.3,no,no,34,44,30,17,77,Just Pass
female,6.3,0.0,1.1,2.8,no,no,98,47,15,59,82,Decent
female,5.5,2.5,3.3,3.1,no,yes,0,51,8,39,71,Just Pass
female,4.8,3.9,4.7,4.8,no,no,100,88,27,21,65,Decent
female,8.0,4.2,4.1,2.0,no,no,86,26,93,8,28,Just Pass
female,7.9,3.0,5.5,3.4,no,no,93,39,95,92,96,Good
male,7.9,4.1,1.0,3.2,no,no,86,53,31,46,28,Just Pass
male,6.8,1.4,7.3,1.8,no,no,20,56,95,100,77,Decent
male,9.1,6.1,5.1,3.1,no,no,16,71,22,23,20,Worst
female,6.3,5.0,6.7,5.0,no,no,25,62,31,76,74,Decent
male,8.4,0.3,5.7,3.4,no,no,29,29,94,98,100,Decent
male,6.9,0.8,4.0,3.5,no,no,46,30,46,100,67,Decent
female,6.1,0.9,1.4,1.6,no,no,87,94,10,34,51,Decent
female,7.9,4.4,2.9,6.9,no,yes,14,11,60,8,88,Just Pass
female,7.6,0.4,7.2,1.7,no,no,38,19,100,36,16,Just Pass
male,7.5,2.3,6.8,0.0,no,no,71,77,60,70,37,Decent
male,7.1,3.9,2.8,4.7,no,no,17,76,34,60,99,Decent
female,6.9,2.9,0.0,2.8,yes,no,22,46,23,45,50,Just Pass
female,10.6,3.5,3.6,2.4,no,no,32,53,67,5,57,Just Pass
male,8.8,0.9,3.4,1.9,no,no,92,100,78,47,71,Nice
male,8.1,4.2,3.5,6.7,no,no,65,25,100,45,46,Decent
female,7.2,1.8,5.1,3.7,no,no,78,65,100,100,21,Nice
female,8.5,2.4,5.8,4.1,no,no,27,71,100,92,42,Decent
male,7.8,3.5,6.0,3.3,no,no,100,12,74,52,43,Decent
female,7.0,3.2,4.9,3.5,no,no,41,50,53,72,56,Decent
male,6.5,3.0,0.4,5.8,no,no,80,88,77,14,49,Decent
male,6.9,1.5,3.3,2.5,no,no,100,55,74,71,60,Nice
male,2.2,2.4,8.6,0.1,no,no,46,83,17,5,15,Just Pass
male,7.3,3.0,4.7,4.7,no,no,63,77,63,84,31,Decent
female,6.3,0.2,4.7,4.0,no,no,29,94,38,75,53,Decent
female,9.4,2.1,4.7,3.2,no,no,50,91,100,41,58,Decent
male,7.0,3.8,4.8,3.9,no,no,94,77,41,46,43,Decent
male,5.2,0.4,0.0,2.3,no,no,18,79,85,14,62,Decent
male,6.9,5.3,3.5,3.0,no,no,92,70,38,33,32,Decent
male,5.4,5.5,3.9,2.7,no,yes,41,30,51,71,0,Just Pass
male,7.7,0.5,6.6,1.8,no,no,56,70,36,62,100,Decent
female,7.4,5.7,4.1,5.4,no,no,62,26,84,55,28,Decent
female,8.4,2.7,0.7,0.2,no,no,9,76,11,56,90,Just Pass
female,5.8,3.8,4.9,7.7,no,no,41,51,69,68,100,Decent
female,7.1,2.0,2.4,4.8,no,no,41,66,24,48,82,Decent
male,5.0,4.8,1.6,0.0,no,no,28,14,42,3,40,Worst
male,8.1,3.8,2.3,2.6,no,no,92,70,83,64,80,Nice
male,7.8,1.4,5.1,2.7,no,no,48,100,87,86,99,Good
male,7.7,0.7,6.5,3.8,no,no,71,99,24,100,89,Nice
male,7.0,0.1,5.0,1.0,no,no,26,71,59,10,20,Just Pass
female,7.6,3.4,5.3,3.1,no,no,81,64,93,14,8,Decent
male,9.4,4.1,4.9,2.8,no,no,61,53,70,94,24,Decent
female,6.6,4.3,4.2,1.5,no,no,43,20,5,63,18,Worst
female,7.2,2.8,5.4,1.2,yes,no,83,23,21,84,7,Just Pass
female,5.4,0.7,0.0,4.8,no,no,100,52,67,55,62,Decent
female,5.7,1.6,4.2,0.0,no,no,67,96,19,43,54,Decent
male,7.1,5.3,1.9,4.0,no,no,93,43,69,35,73,Decent
female,8.7,2.0,6.3,4.6,no,no,74,76,81,32,38,Decent
female,6.6,3.3,3.7,2.6,no,no,87,97,25,42,14,Decent
female,6.6,0.8,4.1,3.1,no,yes,28,39,43,0,54,Worst
male,6.4,3.7,1.0,5.3,no,no,16,33,89,58,56,Decent
male,6.2,2.1,6.0,1.6,no,no,100,46,45,92,74,Nice
male,7.4,5.1,5.3,1.8,no,no,16,37,24,32,38,Worst
female,4.8,4.5,5.1,2.0,no,no,26,72,71,10,76,Decent
female,8.9,2.0,2.4,5.3,no,no,30,43,21,100,82,Decent
male,6.0,2.7,2.5,5.6,no,no,46,86,96,25,78,Decent
female,8.1,1.9,4.4,0.2,no,no,30,90,96,54,4,Decent
male,5.1,0.2,2.6,5.0,no,no,78,51,100,98,100,Good
male,8.0,1.3,4.9,4.6,no,no,100,30,60,42,54,Decent
female,8.0,3.4,0.0,6.1,yes,no,0,57,56,78,7,Just Pass
female,7.6,3.7,3.0,3.8,no,no,83,42,91,61,81,Nice
female,5.5,3.3,7.6,2.9,no,no,23,64,33,44,59,Just Pass
female,7.4,2.4,4.9,5.3,no,no,18,80,19,100,20,Just Pass
male,5.2,4.9,4.3,4.4,no,no,70,47,45,69,85,Decent
male,6.6,3.1,8.0,7.5,no,no,100,100,100,87,69,Excellent
male,8.5,4.4,0.0,4.9,no,no,20,42,53,53,78,Just Pass
male,8.2,0.0,2.4,3.3,no,yes,22,18,41,15,63,Worst
male,7.0,0.0,3.2,0.7,no,no,22,94,75,36,15,Just Pass
female,5.5,3.6,5.7,1.8,no,no,94,17,61,12,65,Just Pass
male,8.0,0.2,5.8,0.1,no,no,35,20,13,32,44,Worst
male,7.0,2.6,2.3,2.6,no,no,48,97,60,31,58,Decent
male,3.5,2.4,6.0,4.9,no,no,100,31,75,16,19,Just Pass
female,8.2,6.2,3.2,3.0,no,no,53,12,62,9,56,Just Pass
female,7.0,3.8,6.4,5.0,no,no,100,68,87,42,92,Nice
female,8.8,3.3,1.9,3.7,no,no,97,9,56,72,100,Decent
female,5.4,4.7,3.8,2.2,no,no,46,62,90,18,32,Just Pass
male,2.2,3.7,3.0,3.2,no,no,51,38,39,45,8,Just Pass
male,7.4,2.1,6.1,3.9,no,no,38,79,66,65,51,Decent
female,7.4,5.1,3.0,3.3,no,no,100,29,79,84,2,Decent
female,4.5,0.8,3.9,3.3,no,no,38,100,94,71,51,Decent
male,5.5,3.6,5.0,1.5,no,no,81,30,67,94,94,Nice
male,11.1,0.0,5.1,2.1,no,no,44,76,25,75,32,Decent
female,6.5,3.4,5.8,7.5,no,no,53,100,55,24,69,Decent
female,8.1,3.4,4.4,5.5,no,no,24,54,16,52,71,Just Pass
female,6.0,6.4,3.2,0.1,no,no,44,5,18,58,6,Worst
female,3.9,0.0,3.3,0.0,no,no,24,6,57,47,33,Just Pass
male,6.7,1.8,4.1,3.2,no,no,25,100,91,52,100,Nice
male,6.6,4.6,4.5,4.8,no,no,31,85,67,76,38,Decent
male,6.4,3.7,3.7,2.0,no,no,27,93,5,30,65,Just Pass
female,6.8,3.4,4.0,5.0,no,no,62,81,37,100,25,Decent
female,7.4,1.1,1.0,3.1,no,no,46,42,65,49,74,Decent
male,6.8,1.8,5.3,2.7,no,no,18,23,81,74,38,Just Pass
male,5.1,5.5,4.4,4.5,no,no,59,98,92,100,29,Nice
male,7.7,2.9,6.0,1.9,no,no,85,55,100,85,19,Decent
male,4.1,3.8,4.0,2.4,no,no,57,39,89,53,4,Just Pass
female,3.9,2.8,0.5,4.3,no,no,99,59,48,87,98,Nice
male,8.1,0.6,3.3,2.9,no,no,21,22,86,68,53,Decent
male,7.8,4.9,3.6,6.8,no,no,95,43,37,57,90,Decent
male,6.9,4.0,5.5,4.4,no,no,61,74,17,98,100,Decent
male,4.9,7.6,0.0,4.3,yes,no,30,0,0,0,0,Worst
